Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin_rt,end_time,start_time,index
64,1554300502900,03/04/2019 14:08:22,1554300502822,1,03/04/2019 15:08:22,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,70,40,1.8,low-high,low,11,fishing,fishing_l,null,69.74499998614192,1554300502720,1554300502650,1
65,1554300503038,03/04/2019 14:08:23,1554300502998,1,03/04/2019 15:08:22,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,70,40,1.8,low-high,low,11,fishing,fishing_l,null,69.74000000627711,1554300502893,1554300502823,1
66,1554300503210,03/04/2019 14:08:23,1554300503182,1,03/04/2019 15:08:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,80,40,1.8,low-high,low,11,fishing,fishing_l,null,79.93000000715256,1554300503080,1554300503000,1
67,1554300503396,03/04/2019 14:08:23,1554300503370,1,03/04/2019 15:08:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,84,40,1.8,low-high,low,11,fishing,fishing_l,null,83.23500002734363,1554300503268,1554300503184,1
68,1554300503600,03/04/2019 14:08:23,1554300503563,1,03/04/2019 15:08:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,86,40,1.8,low-high,low,11,fishing,fishing_l,null,85.40499996161088,1554300503458,1554300503372,1
69,1554300503803,03/04/2019 14:08:23,1554300503772,1,03/04/2019 15:08:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,104,40,1.8,low-high,low,11,fishing,fishing_l,null,103.33500005071983,1554300503669,1554300503565,1
70,1554300504007,03/04/2019 14:08:24,1554300503969,1,03/04/2019 15:08:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,89,40,1.8,low-high,low,11,fishing,fishing_l,null,88.17999996244907,1554300503864,1554300503775,1
71,1554300504233,03/04/2019 14:08:24,1554300504195,1,03/04/2019 15:08:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,123,40,1.8,low-high,low,11,fishing,fishing_l,null,121.87499995343387,1554300504093,1554300503970,1
72,1554300504438,03/04/2019 14:08:24,1554300504386,1,03/04/2019 15:08:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,84,40,1.8,low-high,low,11,fishing,fishing_l,null,83.18499999586493,1554300504280,1554300504196,1
73,1554300504643,03/04/2019 14:08:24,1554300504598,1,03/04/2019 15:08:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,null,null,1.8,low-high,low,11,fishing,fishing_l,null,null,null,1554300504388,1
74,1554300504705,03/04/2019 14:08:24,1554300504601,1,03/04/2019 15:08:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,low,11,null,caller,null,,,,2
75,1554300504705,03/04/2019 14:08:24,1554300504602,1,03/04/2019 15:08:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,low,11,null,caller,null,,,,2
76,1554300504705,03/04/2019 14:08:24,1554300504603,1,03/04/2019 15:08:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,low,11,null,caller,null,,,,2
77,1554300504705,03/04/2019 14:08:24,1554300504604,1,03/04/2019 15:08:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,low,11,null,caller,null,,,,2
78,1554300504705,03/04/2019 14:08:24,1554300504604,1,03/04/2019 15:08:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,low,11,null,caller,null,,,,2
79,1554300504812,03/04/2019 14:08:24,1554300504772,1,03/04/2019 15:08:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,64,40,0.3,low-high,low,11,fishing,fishing_l,null,64.38499997602776,1554300504669,1554300504605,2
80,1554300505014,03/04/2019 14:08:25,1554300504986,1,03/04/2019 15:08:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,112,40,0.3,low-high,low,11,fishing,fishing_l,null,111.55500001041219,1554300504885,1554300504773,2
81,1554300505187,03/04/2019 14:08:25,1554300505158,1,03/04/2019 15:08:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,70,40,0.3,low-high,low,11,fishing,fishing_l,null,69.57500003045425,1554300505057,1554300504987,2
82,1554300505376,03/04/2019 14:08:25,1554300505348,1,03/04/2019 15:08:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,83,40,0.3,low-high,low,11,fishing,fishing_l,null,82.29500002926216,1554300505242,1554300505159,2
83,1554300505563,03/04/2019 14:08:25,1554300505518,1,03/04/2019 15:08:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,63,40,0.3,low-high,low,11,fishing,fishing_l,null,62.03000003006309,1554300505412,1554300505349,2
84,1554300505719,03/04/2019 14:08:25,1554300505689,1,03/04/2019 15:08:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,65,40,0.3,low-high,low,11,fishing,fishing_l,null,64.91499999538064,1554300505585,1554300505520,2
85,1554300505876,03/04/2019 14:08:25,1554300505844,1,03/04/2019 15:08:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,52,40,0.3,low-high,low,11,fishing,fishing_l,null,51.32999998750165,1554300505742,1554300505690,2
86,1554300506048,03/04/2019 14:08:26,1554300506012,1,03/04/2019 15:08:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,62,40,0.3,low-high,low,11,fishing,fishing_l,null,61.72500003594905,1554300505907,1554300505845,2
87,1554300506222,03/04/2019 14:08:26,1554300506191,1,03/04/2019 15:08:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,74,40,0.3,low-high,low,11,fishing,fishing_l,null,72.78500002576038,1554300506087,1554300506013,2
88,1554300506394,03/04/2019 14:08:26,1554300506368,1,03/04/2019 15:08:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,72,40,0.3,low-high,low,11,fishing,fishing_l,null,71.5349999954924,1554300506265,1554300506193,2
89,1554300506566,03/04/2019 14:08:26,1554300506533,1,03/04/2019 15:08:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,61,40,0.3,low-high,low,11,fishing,fishing_l,null,60.89500000234693,1554300506431,1554300506370,2
90,1554300506755,03/04/2019 14:08:26,1554300506720,1,03/04/2019 15:08:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,82,40,0.3,low-high,low,11,fishing,fishing_l,null,81.95000002160668,1554300506617,1554300506535,2
91,1554300506972,03/04/2019 14:08:26,1554300506897,1,03/04/2019 15:08:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,69,40,0.3,low-high,low,11,fishing,fishing_l,null,68.53499996941537,1554300506792,1554300506723,2
92,1554300507113,03/04/2019 14:08:27,1554300507091,1,03/04/2019 15:08:27,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,90,40,0.3,low-high,low,11,fishing,fishing_l,null,90.34999995492399,1554300506989,1554300506899,2
93,1554300507320,03/04/2019 14:08:27,1554300507290,1,03/04/2019 15:08:27,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,92,40,0.3,low-high,low,11,fishing,fishing_l,null,91.49000002071261,1554300507184,1554300507092,2
94,1554300507492,03/04/2019 14:08:27,1554300507468,1,03/04/2019 15:08:27,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,70,40,0.3,low-high,low,11,fishing,fishing_l,null,69.504999963101,1554300507363,1554300507293,2
95,1554300507679,03/04/2019 14:08:27,1554300507648,1,03/04/2019 15:08:27,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,75,40,0.3,low-high,low,11,fishing,fishing_l,null,74.36000002780929,1554300507545,1554300507470,2
96,1554300507851,03/04/2019 14:08:27,1554300507822,1,03/04/2019 15:08:27,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,68,40,0.3,low-high,low,11,fishing,fishing_l,null,67.99000001046807,1554300507718,1554300507650,2
97,1554300508007,03/04/2019 14:08:28,1554300507985,1,03/04/2019 15:08:27,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,57,40,0.3,low-high,low,11,fishing,fishing_l,null,56.69499997748062,1554300507881,1554300507824,2
98,1554300508211,03/04/2019 14:08:28,1554300508176,1,03/04/2019 15:08:28,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,87,40,0.3,low-high,low,11,fishing,fishing_l,null,86.76000003470108,1554300508073,1554300507986,2
99,1554300508398,03/04/2019 14:08:28,1554300508371,1,03/04/2019 15:08:28,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,88,40,0.3,low-high,low,11,fishing,fishing_l,null,88.01499998662621,1554300508265,1554300508177,2
100,1554300508585,03/04/2019 14:08:28,1554300508557,1,03/04/2019 15:08:28,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,81,40,0.3,low-high,low,11,fishing,fishing_l,null,80.71499998914078,1554300508454,1554300508373,2
101,1554300508759,03/04/2019 14:08:28,1554300508720,1,03/04/2019 15:08:28,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,60,40,0.3,low-high,low,11,fishing,fishing_l,null,59.55499998526648,1554300508619,1554300508559,2
102,1554300508961,03/04/2019 14:08:28,1554300508926,1,03/04/2019 15:08:28,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,102,40,0.3,low-high,low,11,fishing,fishing_l,null,102.33500000322238,1554300508823,1554300508721,2
