Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin_rt,end_time,start_time
63,1551625618485,03/03/2019 15:06:58,1551625614956,0,03/03/2019 15:06:54,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,145,40,1.8,low-high,low,11,fishing,fishing_l,null,144.65499995276332,1551625614854,1551625614709
64,1551625618485,03/03/2019 15:06:58,1551625615193,0,03/03/2019 15:06:55,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,134,40,1.8,low-high,low,11,fishing,fishing_l,null,134.10000002477318,1551625615091,1551625614957
65,1551625618485,03/03/2019 15:06:58,1551625615442,0,03/03/2019 15:06:55,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,144,40,1.8,low-high,low,11,fishing,fishing_l,null,143.62999994773418,1551625615339,1551625615195
66,1551625618485,03/03/2019 15:06:58,1551625615646,0,03/03/2019 15:06:55,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,98,40,1.8,low-high,low,11,fishing,fishing_l,null,97.60500001721084,1551625615543,1551625615445
67,1551625618485,03/03/2019 15:06:58,1551625615855,0,03/03/2019 15:06:55,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,105,40,1.8,low-high,low,11,fishing,fishing_l,null,104.34499999973923,1551625615753,1551625615648
68,1551625618485,03/03/2019 15:06:58,1551625616106,0,03/03/2019 15:06:56,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,148,40,1.8,low-high,low,11,fishing,fishing_l,null,146.92999992985278,1551625616004,1551625615856
69,1551625618485,03/03/2019 15:06:58,1551625616320,0,03/03/2019 15:06:56,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,109,40,1.8,low-high,low,11,fishing,fishing_l,null,108.76500001177192,1551625616218,1551625616109
70,1551625618548,03/03/2019 15:06:58,1551625616557,0,03/03/2019 15:06:56,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,132,40,1.8,low-high,low,11,fishing,fishing_l,null,131.7399999825284,1551625616455,1551625616323
71,1551625618548,03/03/2019 15:06:58,1551625616793,0,03/03/2019 15:06:56,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,130,40,1.8,low-high,low,11,fishing,fishing_l,null,129.6650000149384,1551625616690,1551625616560
72,1551625618548,03/03/2019 15:06:58,1551625617015,0,03/03/2019 15:06:57,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,118,40,1.8,low-high,low,11,fishing,fishing_l,null,117.97000002115965,1551625616914,1551625616796
73,1551625618548,03/03/2019 15:06:58,1551625617239,0,03/03/2019 15:06:57,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,121,40,1.8,low-high,low,11,fishing,fishing_l,null,120.04499998874962,1551625617137,1551625617016
74,1551625618548,03/03/2019 15:06:58,1551625617475,0,03/03/2019 15:06:57,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,131,40,1.8,low-high,low,11,fishing,fishing_l,null,130.44000009540468,1551625617373,1551625617242
75,1551625618548,03/03/2019 15:06:58,1551625617700,0,03/03/2019 15:06:57,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,117,40,1.8,low-high,low,11,fishing,fishing_l,null,117.0200000051409,1551625617597,1551625617480
76,1551625618610,03/03/2019 15:06:58,1551625617934,0,03/03/2019 15:06:57,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,128,40,1.8,low-high,low,11,fishing,fishing_l,null,127.29500001296401,1551625617831,1551625617703
77,1551625618798,03/03/2019 15:06:58,1551625618154,0,03/03/2019 15:06:58,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,117,40,1.8,low-high,low,11,fishing,fishing_l,null,115.99500000011176,1551625618052,1551625617935
78,1551625619032,03/03/2019 15:06:59,1551625618385,0,03/03/2019 15:06:58,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,127,40,1.8,low-high,low,11,fishing,fishing_l,null,127.02999997418374,1551625618283,1551625618156
79,1551625619251,03/03/2019 15:06:59,1551625618606,0,03/03/2019 15:06:58,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,117,40,1.8,low-high,low,11,fishing,fishing_l,null,116.93999997805804,1551625618504,1551625618387
80,1551625619485,03/03/2019 15:06:59,1551625618836,0,03/03/2019 15:06:58,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,129,40,1.8,low-high,low,11,fishing,fishing_l,null,128.33500001579523,1551625618736,1551625618607
81,1551625619720,03/03/2019 15:06:59,1551625619070,0,03/03/2019 15:06:59,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,130,40,1.8,low-high,low,11,fishing,fishing_l,null,129.79999999515712,1551625618968,1551625618838
82,1551625619985,03/03/2019 15:06:59,1551625619337,0,03/03/2019 15:06:59,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,160,40,1.8,low-high,low,11,fishing,fishing_l,null,159.9849999183789,1551625619236,1551625619076
83,1551625620205,03/03/2019 15:07:00,1551625619556,0,03/03/2019 15:06:59,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,113,40,1.8,low-high,low,11,fishing,fishing_l,null,112.9099999088794,1551625619453,1551625619340
84,1551625620423,03/03/2019 15:07:00,1551625619781,0,03/03/2019 15:06:59,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,119,40,1.8,low-high,low,11,fishing,fishing_l,null,118.55499993544072,1551625619678,1551625619559
85,1551625620643,03/03/2019 15:07:00,1551625619999,0,03/03/2019 15:06:59,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,113,40,1.8,low-high,low,11,fishing,fishing_l,null,112.33999999240041,1551625619897,1551625619784
86,1551625620878,03/03/2019 15:07:00,1551625620235,0,03/03/2019 15:07:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,133,40,1.8,low-high,low,11,fishing,fishing_l,null,132.30499997735023,1551625620134,1551625620001
87,1551625621112,03/03/2019 15:07:01,1551625620464,0,03/03/2019 15:07:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,127,40,1.8,low-high,low,11,fishing,fishing_l,null,126.55499996617436,1551625620363,1551625620236
88,1551625621347,03/03/2019 15:07:01,1551625620699,0,03/03/2019 15:07:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,131,40,1.8,low-high,low,11,fishing,fishing_l,null,131.62000000011176,1551625620597,1551625620466
89,1551625621565,03/03/2019 15:07:01,1551625620910,0,03/03/2019 15:07:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,108,40,1.8,low-high,low,11,fishing,fishing_l,null,107.74499992839992,1551625620809,1551625620701
90,1551625621800,03/03/2019 15:07:01,1551625621147,0,03/03/2019 15:07:01,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,130,40,1.8,low-high,low,11,fishing,fishing_l,null,129.9400000134483,1551625621044,1551625620914
91,1551625622019,03/03/2019 15:07:02,1551625621378,0,03/03/2019 15:07:01,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,123,40,1.8,low-high,low,11,fishing,fishing_l,null,122.97500006388873,1551625621276,1551625621153
92,1551625622253,03/03/2019 15:07:02,1551625621612,0,03/03/2019 15:07:01,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,131,40,1.8,low-high,low,11,fishing,fishing_l,null,130.4599998984486,1551625621511,1551625621380
93,1551625622474,03/03/2019 15:07:02,1551625621830,0,03/03/2019 15:07:01,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,116,40,1.8,low-high,low,11,fishing,fishing_l,null,115.49499991815537,1551625621729,1551625621613
94,1551625622692,03/03/2019 15:07:02,1551625622050,0,03/03/2019 15:07:02,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,114,40,1.8,low-high,low,11,fishing,fishing_l,null,113.9450001064688,1551625621947,1551625621833
95,1551625622927,03/03/2019 15:07:02,1551625622286,0,03/03/2019 15:07:02,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,130,40,1.8,low-high,low,11,fishing,fishing_l,null,129.51500003691763,1551625622183,1551625622053
96,1551625623177,03/03/2019 15:07:03,1551625622526,0,03/03/2019 15:07:02,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,134,40,1.8,low-high,low,11,fishing,fishing_l,null,133.82999994792044,1551625622424,1551625622290
97,1551625623380,03/03/2019 15:07:03,1551625622740,0,03/03/2019 15:07:02,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,109,40,1.8,low-high,low,11,fishing,fishing_l,null,107.68500005360693,1551625622638,1551625622529
98,1551625623615,03/03/2019 15:07:03,1551625622967,0,03/03/2019 15:07:02,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,124,40,1.8,low-high,low,11,fishing,fishing_l,null,123.8700000103563,1551625622865,1551625622741
99,1551625623837,03/03/2019 15:07:03,1551625623186,0,03/03/2019 15:07:03,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,113,40,1.8,low-high,low,11,fishing,fishing_l,null,112.44500009343028,1551625623083,1551625622970
100,1551625624067,03/03/2019 15:07:04,1551625623423,0,03/03/2019 15:07:03,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,132,40,1.8,low-high,low,11,fishing,fishing_l,null,131.664999993518,1551625623322,1551625623190
101,1551625624303,03/03/2019 15:07:04,1551625623649,0,03/03/2019 15:07:03,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,122,40,1.8,low-high,low,11,fishing,fishing_l,null,121.8850000295788,1551625623547,1551625623425
102,1551625624505,03/03/2019 15:07:04,1551625623864,0,03/03/2019 15:07:03,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,110,40,1.8,low-high,low,11,fishing,fishing_l,null,109.75499998312443,1551625623763,1551625623653
103,1551625624740,03/03/2019 15:07:04,1551625624100,0,03/03/2019 15:07:04,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,133,40,1.8,low-high,low,11,fishing,fishing_l,null,132.78500002343208,1551625623998,1551625623865
104,1551625624979,03/03/2019 15:07:04,1551625624335,0,03/03/2019 15:07:04,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,130,40,1.8,low-high,low,11,fishing,fishing_l,null,129.6899999724701,1551625624233,1551625624103
105,1551625625190,03/03/2019 15:07:05,1551625624548,0,03/03/2019 15:07:04,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,105,40,1.8,low-high,low,11,fishing,fishing_l,null,104.12999999243766,1551625624443,1551625624338
106,1551625625424,03/03/2019 15:07:05,1551625624784,0,03/03/2019 15:07:04,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,129,40,1.8,low-high,low,11,fishing,fishing_l,null,129.34999994467944,1551625624681,1551625624552
107,1551625625677,03/03/2019 15:07:05,1551625625021,0,03/03/2019 15:07:05,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,134,40,1.8,low-high,low,11,fishing,fishing_l,null,133.35999997798353,1551625624919,1551625624785
108,1551625625895,03/03/2019 15:07:05,1551625625253,0,03/03/2019 15:07:05,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,129,40,1.8,low-high,low,11,fishing,fishing_l,null,128.7599999923259,1551625625151,1551625625022
109,1551625626129,03/03/2019 15:07:06,1551625625482,0,03/03/2019 15:07:05,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,124,40,1.8,low-high,low,11,fishing,fishing_l,null,123.7850000616163,1551625625380,1551625625256
110,1551625626364,03/03/2019 15:07:06,1551625625716,0,03/03/2019 15:07:05,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,128,40,1.8,low-high,low,11,fishing,fishing_l,null,128.18500003777444,1551625625614,1551625625486
111,1551625626599,03/03/2019 15:07:06,1551625625949,0,03/03/2019 15:07:05,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,127,40,1.8,low-high,low,11,fishing,fishing_l,null,126.86000007670373,1551625625847,1551625625720
112,1551625626850,03/03/2019 15:07:06,1551625626181,0,03/03/2019 15:07:06,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,127,40,1.8,low-high,low,11,fishing,fishing_l,null,126.96499994490296,1551625626079,1551625625952
113,1551625627053,03/03/2019 15:07:07,1551625626409,0,03/03/2019 15:07:06,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,123,40,1.8,low-high,low,11,fishing,fishing_l,null,123.44500003382564,1551625626306,1551625626183
114,1551625627274,03/03/2019 15:07:07,1551625626628,0,03/03/2019 15:07:06,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,117,40,1.8,low-high,low,11,fishing,fishing_l,null,117.02999996487051,1551625626527,1551625626410
115,1551625627508,03/03/2019 15:07:07,1551625626860,0,03/03/2019 15:07:06,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,128,40,1.8,low-high,low,11,fishing,fishing_l,null,128.0050000641495,1551625626758,1551625626630
116,1551625627727,03/03/2019 15:07:07,1551625627076,0,03/03/2019 15:07:07,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,113,40,1.8,low-high,low,11,fishing,fishing_l,null,112.24499996751547,1551625626975,1551625626862
117,1551625627956,03/03/2019 15:07:07,1551625627303,0,03/03/2019 15:07:07,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,123,40,1.8,low-high,low,11,fishing,fishing_l,null,123.34499997086823,1551625627201,1551625627078
118,1551625628172,03/03/2019 15:07:08,1551625627528,0,03/03/2019 15:07:07,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,121,40,1.8,low-high,low,11,fishing,fishing_l,null,120.32500002533197,1551625627427,1551625627306
119,1551625628219,03/03/2019 15:07:08,1551625627531,0,03/03/2019 15:07:07,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,low,11,null,caller,null,,,
120,1551625628219,03/03/2019 15:07:08,1551625627532,0,03/03/2019 15:07:07,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,low,11,null,caller,null,,,
121,1551625628219,03/03/2019 15:07:08,1551625627534,0,03/03/2019 15:07:07,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,low,11,null,caller,null,,,
122,1551625628781,03/03/2019 15:07:08,1551625628135,0,03/03/2019 15:07:08,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,599,39,null,low-high,low,11,rod_fixing,rod_fixing,1,598.2349999248981,1551625628134,1551625627535
123,1551625628985,03/03/2019 15:07:08,1551625628340,0,03/03/2019 15:07:08,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,202,39,null,low-high,low,11,rod_fixing,rod_fixing,1,200.914999935776,1551625628340,1551625628138
124,1551625629188,03/03/2019 15:07:09,1551625628549,0,03/03/2019 15:07:08,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,207,39,null,low-high,low,11,rod_fixing,rod_fixing,1,206.17999997921288,1551625628549,1551625628342
125,1551625629407,03/03/2019 15:07:09,1551625628760,0,03/03/2019 15:07:08,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,208,39,null,low-high,low,11,rod_fixing,rod_fixing,1,206.86999999452382,1551625628759,1551625628551
126,1551625629610,03/03/2019 15:07:09,1551625628957,0,03/03/2019 15:07:08,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,190,39,null,low-high,low,11,rod_fixing,rod_fixing,1,190.23499998729676,1551625628956,1551625628766
127,1551625629815,03/03/2019 15:07:09,1551625629167,0,03/03/2019 15:07:09,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,206,39,null,low-high,low,11,rod_fixing,rod_fixing,1,205.10499994270504,1551625629167,1551625628961
128,1551625630035,03/03/2019 15:07:10,1551625629382,0,03/03/2019 15:07:09,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,212,39,null,low-high,low,11,rod_fixing,rod_fixing,1,211.78500005044043,1551625629381,1551625629169
129,1551625630271,03/03/2019 15:07:10,1551625629619,0,03/03/2019 15:07:09,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,233,39,null,low-high,low,11,rod_fixing,rod_fixing,1,232.5750000309199,1551625629618,1551625629385
130,1551625630347,03/03/2019 15:07:10,1551625629623,0,03/03/2019 15:07:09,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,low,11,null,caller,null,,,
131,1551625630347,03/03/2019 15:07:10,1551625629624,0,03/03/2019 15:07:09,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,low,11,null,caller,null,,,
132,1551625630347,03/03/2019 15:07:10,1551625629626,0,03/03/2019 15:07:09,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,low,11,null,caller,null,,,
133,1551625630347,03/03/2019 15:07:10,1551625629629,0,03/03/2019 15:07:09,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,low,11,null,caller,null,,,
134,1551625630347,03/03/2019 15:07:10,1551625629631,0,03/03/2019 15:07:09,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,low,11,null,caller,null,,,
